severity	kind	file	target	note
low	doc-ref	dot-codex/automations/last-messages/c03-prompt-drift-sweep-20260628T133014Z.md:3	/home/shovalbe/.claude/docs/PROMPT_DRIFT_2026-06-28.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c03-prompt-drift-sweep-20260628T133014Z.md:6	/home/shovalbe/projects/axia-seekapa-cs-agents	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c03-prompt-drift-sweep-20260705T133024Z.md:3	/home/shovalbe/.claude/docs/PROMPT_DRIFT_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c04-security-testing-pyramid-sweep-20260521T171450Z.md:3	/home/shovalbe/.claude/docs/SECURITY_TESTING_PYRAMID_2026-05-21.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c04-security-testing-pyramid-sweep-20260607T133021Z.md:4	/home/shovalbe/.claude/docs/SECURITY_TESTING_PYRAMID_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c04-security-testing-pyramid-sweep-20260614T133059Z.md:4	/home/shovalbe/.claude/docs/SECURITY_TESTING_PYRAMID_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c04-security-testing-pyramid-sweep-20260628T133014Z.md:3	/home/shovalbe/.claude/docs/SECURITY_TESTING_PYRAMID_2026-06-28.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/c04-security-testing-pyramid-sweep-20260705T133024Z.md:3	/home/shovalbe/.claude/docs/SECURITY_TESTING_PYRAMID_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260603T180001Z.md:1	/home/shovalbe/.claude/docs/HOT_ZONES_2026-06-03.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260603T180001Z.md:11	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260603T180001Z.md:5	/home/shovalbe/projects/qc/qc-telephony-api/src/api/activities/durable_activities.py	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260607T133021Z.md:3	/home/shovalbe/.claude/docs/HOT_ZONES_2026-06-07.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260614T133059Z.md:10	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260614T133059Z.md:3	/home/shovalbe/.claude/docs/HOT_ZONES_2026-06-14.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260617T180001Z.md:3	/home/shovalbe/.claude/docs/HOT_ZONES_2026-06-17.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260617T180001Z.md:6	/home/shovalbe/projects/qc/qc-telephony-api/src/api/activities/durable_activities.py	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260624T180001Z.md:3	/home/shovalbe/.claude/docs/HOT_ZONES_2026-06-24.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260624T180001Z.md:7	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260628T133014Z.md:1	/home/shovalbe/.claude/docs/HOT_ZONES_2026-06-28.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260628T133014Z.md:3	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260705T133024Z.md:1	/home/shovalbe/.claude/docs/HOT_ZONES_2026-07-05.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d05-hot-zone-indicator-20260705T133024Z.md:3	/home/shovalbe/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d07-stash-wip-leak-watch-20260425T215816Z.md:1	/home/shovalbe/.claude/docs/STASH_LEAKS_20260425.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/last-messages/d07-stash-wip-leak-watch-20260425T215816Z.md:3	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/_bead-emit-appendix.md:4	~/.codex/automations/prompts/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/_bead-emit-appendix.md:51	~/.codex/config/usage-budget.yaml	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a01-memory-curator-sweep.md:17	~/.claude/docs/MEMORY_PROPOSALS_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a01-memory-curator-sweep.md:19	~/.claude/projects/-home-shovalbe/memory/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a01-memory-curator-sweep.md:4	/home/shovalbe/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a01-memory-curator-sweep.md:8	~/.claude/projects/-home-shovalbe/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a02-spec-drift-watch.md:18	~/.claude/docs/SPEC_DRIFT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a02-spec-drift-watch.md:23	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a02-spec-drift-watch.md:4	/home/shovalbe/projects/docs/superpowers/specs/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a03-hook-health-audit.md:13	~/.claude/hooks/.rtk-hook.sha256	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a03-hook-health-audit.md:15	~/.claude/docs/HOOK_HEALTH_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a03-hook-health-audit.md:4	/home/shovalbe/.claude/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a03-hook-health-audit.md:7	~/.claude/hooks/*.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a04-foundry-agent-prompt-sync.md:10	~/.claude/projects/-home-shovalbe/memory/project_foundry_agent_repos.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a04-foundry-agent-prompt-sync.md:14	~/.claude/docs/FOUNDRY_PROMPT_DIFF_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a04-foundry-agent-prompt-sync.md:19	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a04-foundry-agent-prompt-sync.md:4	/home/shovalbe/projects/cs-agent/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a04-foundry-agent-prompt-sync.md:4	/home/shovalbe/projects/hr-agent/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a04-foundry-agent-prompt-sync.md:4	/home/shovalbe/projects/campaign-analysis/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a05-pst-email-action-mining.md:10	~/.claude-ink-tui/data/pst-index.jsonl	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a05-pst-email-action-mining.md:26	~/.claude/docs/EMAIL_ACTIONS_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a05-pst-email-action-mining.md:31	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a05-pst-email-action-mining.md:9	~/.claude/cache/pst/latest.jsonl	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a06-news-feed-stack-digest.md:25	~/.claude/docs/NEWS_DIGEST_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a07-anti-slop-ui-audit.md:29	~/.claude/docs/ANTI_SLOP_AUDIT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a07-anti-slop-ui-audit.md:37	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a07-anti-slop-ui-audit.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a08-claudemd-drift-per-project.md:19	~/.claude/docs/CLAUDEMD_DRIFT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a08-claudemd-drift-per-project.md:28	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a09-forge-loop-compliance-score.md:20	~/.claude/docs/FORGE_COMPLIANCE_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a09-forge-loop-compliance-score.md:4	/home/shovalbe/.claude/cache/sessions/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a10-calm-coding-desperation-audit.md:24	~/.claude/docs/DESPERATION_AUDIT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a11-ado-stale-pr-branch-triage.md:14	~/.claude/docs/ADO_STALE_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a11-ado-stale-pr-branch-triage.md:19	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a11-ado-stale-pr-branch-triage.md:22	~/.claude/cache/ado-bumped-prs.txt	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a12-skill-usage-telemetry.md:20	~/.claude/docs/SKILL_USAGE_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a12-skill-usage-telemetry.md:23	~/.claude/skills/.archive/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/a12-skill-usage-telemetry.md:4	/home/shovalbe/.claude/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:103	~/.claude/docs/PLATFORM_HYGIENE_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:26	~/.claude/projects/-home-shovalbe/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:39	~/.claude/hooks/*.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:49	~/.claude/hooks/.rtk-hook.sha256	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:68	/home/shovalbe/shoval.be@i-sdd.com.pst	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:79	~/.claude/bin/pst-watch.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:80	~/.claude/cache/sessions.db	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c01-platform-hygiene-sweep.md:95	~/.codex/bin/obscura-cdp	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:132	~/.claude/bin/qc-monitoring-check.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:132	/home/shovalbe/projects/qc-telephony-api	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:14	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:140	~/.claude/docs/ENGINEERING_REVIEW_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:15	/home/shovalbe/projects/qc/qc-telephony-api	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:16	/home/shovalbe/projects/video-understanding	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:17	/home/shovalbe/projects/campaign-analysis	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c02-engineering-review-sweep.md:19	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:10	/home/shovalbe/agent-prompts	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:11	/home/shovalbe/Prompts	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:19	/home/shovalbe/agent-prompts/README.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:20	/home/shovalbe/agent-prompts/*.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:21	/home/shovalbe/agent-prompts/drafts/*.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:58	~/.claude/docs/PROMPT_DRIFT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:8	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c03-prompt-drift-sweep.md:9	/home/shovalbe/projects/campaign-analysis	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c04-security-testing-pyramid-sweep.md:10	/home/shovalbe/docs/testing_practices.txt	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c04-security-testing-pyramid-sweep.md:11	/home/shovalbe/docs/research/2026-05-07-ai-bot-security-best-practices.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c04-security-testing-pyramid-sweep.md:12	/home/shovalbe/docs/specs/2026-05-13-hive-adoption-plan.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c04-security-testing-pyramid-sweep.md:13	/home/shovalbe/.hive/rigs.yaml	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c04-security-testing-pyramid-sweep.md:20	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/c04-security-testing-pyramid-sweep.md:65	~/.claude/docs/SECURITY_TESTING_PYRAMID_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d01-ci-auth-reproducer.md:24	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d01-ci-auth-reproducer.md:33	~/.claude/projects/-home-shovalbe/memory/lesson_azure_kv_auth_pattern.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d01-ci-auth-reproducer.md:35	~/.claude/docs/CI_AUTH_HEALTH_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d01-ci-auth-reproducer.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d02-web-ui-hand-edit-detector.md:16	~/.claude/docs/HANDEDIT_LOG_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d02-web-ui-hand-edit-detector.md:20	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d02-web-ui-hand-edit-detector.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d03-duplicate-commit-detector.md:21	~/.claude/docs/DUPLICATE_COMMITS_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d03-duplicate-commit-detector.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d04-foundry-agent-version-audit.md:23	~/.claude/docs/AGENT_VERSION_AUDIT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d04-foundry-agent-version-audit.md:28	~/.claude/projects/-home-shovalbe/memory/lesson_prompt_versioning.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d04-foundry-agent-version-audit.md:35	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d04-foundry-agent-version-audit.md:4	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d04-foundry-agent-version-audit.md:4	/home/shovalbe/projects/HR-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d04-foundry-agent-version-audit.md:4	/home/shovalbe/projects/campaign-analysis	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d05-hot-zone-indicator.md:25	~/.claude/docs/HOT_ZONES_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d05-hot-zone-indicator.md:30	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d06-lint-debt-tripwire.md:14	~/.claude/cache/lint-baseline-<repo>.txt	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d06-lint-debt-tripwire.md:21	~/.claude/docs/LINT_DEBT_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d06-lint-debt-tripwire.md:33	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d06-lint-debt-tripwire.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d07-stash-wip-leak-watch.md:19	~/.claude/docs/STASH_LEAKS_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d07-stash-wip-leak-watch.md:24	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d07-stash-wip-leak-watch.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d08-ai-review-stage-health.md:33	~/.claude/docs/AI_REVIEW_HEALTH_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d08-ai-review-stage-health.md:38	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d08-ai-review-stage-health.md:4	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d09-eval-gate-regression-detector.md:19	~/.claude/projects/-home-shovalbe/memory/lesson_eval_gate_reliability.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d09-eval-gate-regression-detector.md:23	~/.claude/docs/EVAL_GATE_REGRESSIONS_<DATE>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d09-eval-gate-regression-detector.md:28	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d09-eval-gate-regression-detector.md:4	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d09-eval-gate-regression-detector.md:4	/home/shovalbe/projects/campaign-analysis	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d10-pipeline-yaml-diff-reviewer.md:15	~/.claude/rules/production-safety.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d10-pipeline-yaml-diff-reviewer.md:27	~/.claude/bin/work-item.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/d10-pipeline-yaml-diff-reviewer.md:4	/home/shovalbe/projects/	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/n02-multilingual-canary.md:18	~/.codex/automations/prompts/d09-eval-gate-regression-detector.md	document names a path that is not on this machine
low	doc-ref	dot-codex/automations/prompts/n02-multilingual-canary.md:20	/home/shovalbe/projects/cs-agent/evals/multilingual-canary.jsonl	document names a path that is not on this machine
low	doc-ref	dot-codex/rules/no-mocks.md:37	~/.codex/skills/cleanup-crew/detect.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/rules/tdd-enforcement.md:3	~/.codex/rules/no-mocks.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/.system/plugin-creator/SKILL.md:26	~/.agents/plugins/marketplace.json	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/.system/plugin-creator/references/installing-and-updating.md:48	~/.agents/plugins/marketplace.json	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/.system/plugin-creator/references/plugin-json-spec.md:126	~/.agents/plugins/marketplace.json	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/apify-mcp/SKILL.md:13	~/.codex/bin/codex-with-mcp	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/apify-mcp/SKILL.md:16	~/.codex/bin/mcp-smoke-check	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-devops/SKILL.md:12	~/.codex/skills/azure-devops/azure-devops.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-devops/SKILL.md:13	~/.codex/skills/azure-devops/README.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-devops/SKILL.md:14	~/.codex/skills/azure-devops/PERMISSIONS.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-devops/TROUBLESHOOTING.md:37	/home/user/.azure/cliextensions/azure-devops	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-devops/TROUBLESHOOTING.md:453	/home/shovalbe/.codex/skills/azure-devops/	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-keyvault-secrets/SKILL.md:13	~/.codex/bin/codex-secrets-sync	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-keyvault-secrets/SKILL.md:14	~/.codex/secrets/keyvault.conf	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-keyvault-secrets/SKILL.md:15	~/.codex/secrets/global.map	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-keyvault-secrets/SKILL.md:16	/home/shovalbe/projects/social-intelligence-unit/.codex/secrets.map	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/azure-keyvault-secrets/SKILL.md:17	/home/shovalbe/projects/figma-4-all/.codex/secrets.map	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/cleanup-crew/SKILL.md:9	~/.codex/skills/cleanup-crew/detect.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/elevenlabs-mcp/SKILL.md:13	~/.codex/bin/codex-with-mcp	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/elevenlabs-mcp/SKILL.md:16	~/.codex/bin/mcp-smoke-check	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/eval-runner/SKILL.md:94	~/.codex/hooks/stop-checklist.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/feature-investor/SKILL.md:114	~/.codex/agent-control/repos.toml	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/feature-investor/SKILL.md:61	~/.claude/docs/FEATURE_INVESTOR_<slug>_<date>.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/feature-investor/SKILL.md:61	~/.codex/agent-control/events.jsonl	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/heygen-mcp/SKILL.md:13	~/.codex/bin/codex-with-mcp	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/mcp-activation/SKILL.md:10	~/.codex/bin/codex-with-mcp	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/mcp-activation/SKILL.md:15	~/.codex/bin/codex-secrets-sync	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/mcp-activation/SKILL.md:18	~/.codex/bin/mcp-smoke-check	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/red-team-review/README.md:9	~/.codex/settings.json	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/red-team-review/README.md:95	~/.codex/skills/red-team-review/	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/voice-explainer/SKILL.md:100	~/.claude/assets/voice/morning-brief-YYYY-MM-DD.mp3	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/voice-explainer/SKILL.md:101	~/.claude/bin/walking-mode	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/voice-explainer/SKILL.md:118	~/.claude/assets/voice/	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/voice-explainer/SKILL.md:44	~/.claude/assets/voice/<slug>-<unix>.mp3	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/watchdog/SKILL.md:183	~/.codex/hooks/watchdog-verify.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/watchdog/SKILL.md:196	~/.codex/hooks/watchdog-pre-merge.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/watchdog/SKILL.md:199	~/.codex/hooks/watchdog-pre-push.sh	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/watchdog/SKILL.md:314	~/.codex/settings.json	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/web-inspect/SKILL.md:106	~/.codex/skills/playwright-cli/SKILL.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:104	/home/shovalbe/AGENTS.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:112	/home/shovalbe/docs/testing_practices.txt	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:119	/home/shovalbe/docs/research/2026-05-07-ai-bot-security-best-practices.md	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:25	/home/shovalbe/.hive/rigs.yaml	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:32	/home/shovalbe/projects/seekapa-training-platform	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:45	/home/shovalbe/projects/cs-agent	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:58	/home/shovalbe/projects/qc/qc-telephony-api	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:71	/home/shovalbe/projects/video-understanding	document names a path that is not on this machine
low	doc-ref	dot-codex/skills/workspace-brain/SKILL.md:84	/home/shovalbe/projects/campaign-analysis	document names a path that is not on this machine
